job_id,dag_name,execution_date,duration_sec,status,rows_processed
119,daily_kpi,2024-03-30 12:09:43,1587,running,402375.0
120,daily_kpi,2024-02-21 20:59:31,906,success,109055.0
121,daily_kpi,2024-09-20 11:54:34,-1,failed,478108.0
122,clean_production,2024-04-15 01:34:35,789,failed,46861.0
123,predict_pannes,2024-10-21 11:58:31,1292,success,342367.0
124,sync_warehouse,2024-02-13 09:36:58,746,success,49671.0
125,ingest_logs_erreurs,2024-09-28 07:43:00,1530,success,135984.0
126,clean_production,2024-09-02 11:38:34,141,up_for_retry,184289.0
127,sync_warehouse,2024-04-01 12:31:25,709,failed,384349.0
128,sync_warehouse,2024-03-26 08:37:13,1566,running,316930.0
129,predict_pannes,2024-02-09 09:18:18,1355,running,232767.0
130,clean_production,2024-07-27 10:44:29,1256,success,81905.0
131,ingest_capteurs,2024-11-22 14:10:26,-1,success,1271.0
132,ingest_capteurs,2024-06-09 20:40:12,663,up_for_retry,182918.0
133,ingest_capteurs,2024-10-07 05:42:11,703,running,12665.0
134,sync_warehouse,2024-02-25 15:31:06,441,success,171451.0
135,sync_warehouse,2024-06-22 19:57:32,399,success,150454.0
137,daily_kpi,2024-05-31 17:31:32,1641,success,87365.0
138,ingest_logs_erreurs,2024-12-03 01:44:45,263,success,383812.0
139,daily_kpi,2024-07-14 17:15:47,1101,up_for_retry,400486.0
140,ingest_logs_erreurs,2024-04-14 18:26:29,690,success,53712.0
141,ingest_logs_erreurs,2024-07-22 10:24:52,648,success,354410.0
142,ingest_logs_erreurs,2024-01-30 02:36:11,447,success,320455.0
143,predict_pannes,2024-10-27 08:41:35,1244,failed,318616.0
144,daily_kpi,2024-08-23 02:43:42,773,success,390961.0
145,ingest_capteurs,2024-01-06 16:54:01,665,success,389583.0
146,clean_production,2024-02-15 22:45:41,1080,up_for_retry,361749.0
147,ingest_capteurs,2024-11-16 23:30:00,730,success,219884.0
148,ingest_logs_erreurs,2024-05-02 04:02:50,1220,success,16378.0
149,clean_production,2024-12-30 01:19:23,311,success,456865.0
150,predict_pannes,2024-09-22 08:10:15,88,success,212221.0
151,ingest_capteurs,2024-09-15 21:21:33,1470,up_for_retry,216714.0
152,sync_warehouse,2024-06-02 22:03:50,11,success,140234.0
153,predict_pannes,2024-11-05 22:37:29,1560,success,479959.0
154,clean_production,2024-08-02 12:43:05,168,success,300086.0
155,predict_pannes,2024-09-07 02:32:07,65,success,374745.0
156,ingest_logs_erreurs,2024-01-28 12:24:27,665,up_for_retry,336834.0
157,clean_production,2024-03-20 04:34:13,297,up_for_retry,319679.0
158,daily_kpi,2024-10-21 13:22:50,99,success,384871.0
159,ingest_capteurs,2024-01-13 23:18:00,425,running,369289.0
160,ingest_capteurs,2024-09-08 18:50:44,371,success,420885.0
161,clean_production,2024-06-10 02:49:20,1684,up_for_retry,405081.0
162,ingest_logs_erreurs,2024-08-01 15:02:39,447,running,327637.0
163,clean_production,2024-06-14 14:11:20,1259,success,222113.0
164,daily_kpi,2024-03-02 14:25:24,672,failed,226163.0
165,daily_kpi,2024-09-23 05:54:20,134,success,124317.0
166,ingest_capteurs,2024-04-04 19:39:40,1135,success,427555.0
167,daily_kpi,2024-09-12 19:35:30,1549,success,259557.0
168,ingest_capteurs,2024-09-25 00:29:47,160,success,19704.0
169,clean_production,2024-05-31 13:22:27,492,success,272117.0
170,sync_warehouse,2024-01-16 21:08:26,962,success,486517.0
171,ingest_logs_erreurs,2024-08-16 19:51:17,527,success,243741.0
172,predict_pannes,2024-04-23 14:12:21,959,success,15217.0
173,clean_production,2024-12-09 12:57:35,199,success,323766.0
174,sync_warehouse,2024-02-15 13:19:04,637,success,271544.0
175,daily_kpi,2024-05-21 21:35:03,1096,up_for_retry,363642.0
176,predict_pannes,2024-10-01 22:30:50,623,success,379197.0
177,ingest_capteurs,2024-02-22 22:09:45,143,success,419734.0
178,ingest_capteurs,2024-07-13 10:49:35,1465,running,159441.0
179,ingest_logs_erreurs,2024-05-03 19:11:16,1219,success,141751.0
180,clean_production,2024-06-18 17:47:15,265,success,399217.0
181,predict_pannes,2024-11-04 16:23:48,1223,success,183430.0
182,daily_kpi,2024-07-30 10:30:37,754,success,345129.0
183,ingest_logs_erreurs,2024-11-16 08:57:46,1607,up_for_retry,4201.0
184,clean_production,2024-07-27 19:26:53,1236,success,32437.0
185,ingest_capteurs,2024-07-11 12:58:34,327,failed,182376.0
186,predict_pannes,2024-04-04 11:31:56,1420,success,490491.0
187,sync_warehouse,2024-08-12 08:27:53,421,success,289203.0
188,clean_production,2024-12-22 10:04:57,960,success,215703.0
189,clean_production,2024-03-17 11:46:51,1263,failed,199508.0
190,predict_pannes,2024-12-24 08:32:56,414,success,130698.0
191,ingest_logs_erreurs,2024-08-11 20:46:52,118,success,240251.0
192,predict_pannes,2024-08-08 15:54:42,702,success,9283.0
193,clean_production,2024-08-04 11:20:36,1169,success,330720.0
194,ingest_logs_erreurs,2024-03-06 04:42:28,56,success,363749.0
195,clean_production,2024-10-18 05:16:18,535,success,100835.0
196,predict_pannes,2024-03-20 01:00:35,55,failed,266983.0
197,ingest_capteurs,2024-08-02 22:36:00,825,success,187427.0
198,ingest_capteurs,2024-01-14 12:36:39,1261,running,141620.0
199,clean_production,2024-07-04 02:55:45,128,up_for_retry,141630.0
200,ingest_logs_erreurs,2024-11-26 21:51:30,1095,success,486259.0
201,predict_pannes,2024-03-21 19:19:57,449,success,265661.0
202,ingest_capteurs,2024-12-12 22:43:36,1476,success,371036.0
203,clean_production,2024-09-30 16:56:38,439,success,498459.0
204,ingest_capteurs,2024-07-09 08:03:08,979,success,275578.0
205,daily_kpi,2024-11-21 12:35:37,1723,success,21089.0
206,sync_warehouse,2024-07-22 10:56:50,1544,running,238921.0
207,predict_pannes,2024-05-04 11:12:05,1080,success,218772.0
208,sync_warehouse,2024-10-20 19:18:29,132,success,430152.0
209,predict_pannes,2024-04-20 11:32:52,874,success,115693.0
210,daily_kpi,2024-02-27 21:10:14,1198,up_for_retry,6107.0
211,daily_kpi,2024-04-06 06:14:51,1108,failed,16523.0
212,ingest_capteurs,2024-07-01 01:54:10,1669,success,462688.0
213,sync_warehouse,2024-06-04 15:08:03,1144,success,366473.0
214,daily_kpi,2024-03-09 11:48:06,1570,success,11622.0
215,ingest_logs_erreurs,2024-12-09 07:46:53,22,success,374145.0
216,ingest_logs_erreurs,2024-09-11 00:16:17,1225,success,297167.0
218,ingest_logs_erreurs,2024-07-28 14:07:01,1716,failed,140101.0
219,ingest_logs_erreurs,2024-02-11 17:03:30,1501,running,389334.0
220,ingest_logs_erreurs,2024-06-12 19:11:02,1556,success,212173.0
221,sync_warehouse,2024-10-27 19:23:06,353,success,83406.0
222,clean_production,2024-01-16 02:27:57,253,success,180895.0
223,ingest_logs_erreurs,2024-12-28 00:22:23,1666,success,64379.0
224,sync_warehouse,2024-09-10 08:42:05,1372,failed,31190.0
225,daily_kpi,2024-02-07 16:17:47,39,success,447371.0
226,sync_warehouse,2024-04-21 13:34:09,127,success,316866.0
227,ingest_logs_erreurs,2024-03-11 13:19:31,1322,success,226901.0
228,daily_kpi,2024-12-06 13:53:55,1431,success,205781.0
229,sync_warehouse,2024-03-11 19:18:26,488,failed,128749.0
230,ingest_capteurs,2024-01-13 10:17:15,672,running,145655.0
231,ingest_capteurs,2024-05-14 10:44:55,138,success,322168.0
232,clean_production,2024-01-02 05:55:17,841,success,200096.0
233,sync_warehouse,2024-06-01 06:34:26,278,success,297534.0
234,predict_pannes,2024-01-22 06:40:58,407,success,17347.0
235,daily_kpi,2024-12-08 06:44:45,1264,success,57671.0
236,predict_pannes,2024-10-09 10:05:06,377,success,477263.0
237,ingest_capteurs,2024-08-14 08:46:38,1281,up_for_retry,18768.0
238,sync_warehouse,2024-10-16 08:57:00,599,failed,337358.0
239,ingest_capteurs,2024-08-31 20:07:42,1656,success,2905.0
240,ingest_capteurs,2024-06-25 15:57:30,1400,success,344577.0
241,ingest_capteurs,2024-06-13 20:35:08,930,success,113630.0
242,sync_warehouse,2024-08-20 14:40:25,594,success,479746.0
243,ingest_logs_erreurs,2024-07-25 13:27:43,327,failed,246237.0
244,ingest_logs_erreurs,2024-07-04 20:27:34,1693,success,191681.0
245,ingest_capteurs,2024-10-27 15:49:56,709,failed,399453.0
246,ingest_logs_erreurs,2024-01-28 07:26:34,407,success,379475.0
247,sync_warehouse,2024-03-27 19:41:57,454,success,68308.0
248,daily_kpi,2024-01-28 04:47:28,295,success,124011.0
250,sync_warehouse,2024-11-10 23:36:43,385,success,422273.0
251,ingest_capteurs,2024-08-09 03:08:09,1238,success,436636.0
252,predict_pannes,2024-06-07 20:47:18,1684,success,415476.0
253,ingest_capteurs,2024-01-20 10:14:10,1569,up_for_retry,357497.0
254,ingest_capteurs,2024-08-29 07:57:34,566,failed,96405.0
255,clean_production,2024-06-03 16:46:00,1023,success,316270.0
256,clean_production,2024-08-23 08:18:51,982,success,287668.0
257,ingest_capteurs,2024-11-26 08:46:24,1153,success,13735.0
258,ingest_capteurs,2024-09-23 18:06:43,188,success,495922.0
259,daily_kpi,2024-02-24 05:34:31,832,success,87130.0
260,ingest_logs_erreurs,2024-02-02 03:12:47,715,success,417585.0
261,sync_warehouse,2024-04-19 20:55:43,1178,success,225301.0
262,clean_production,2024-10-19 16:42:25,-1,success,390668.0
263,ingest_logs_erreurs,2024-08-02 08:10:02,699,success,157893.0
264,sync_warehouse,2024-03-23 19:12:52,1709,success,240810.0
265,ingest_capteurs,2024-10-24 19:48:27,502,success,80551.0
266,clean_production,2024-12-09 12:30:03,1139,running,23459.0
267,ingest_logs_erreurs,2024-12-26 08:57:23,1796,success,217650.0
268,predict_pannes,2024-12-19 18:38:41,630,success,281675.0
269,clean_production,2024-12-19 23:09:34,1090,success,477217.0
270,daily_kpi,2024-10-13 07:10:34,1065,success,455531.0
271,ingest_capteurs,2024-10-08 16:58:07,1103,success,353470.0
272,clean_production,2024-05-09 15:38:28,223,success,116177.0
273,ingest_capteurs,2024-09-03 10:20:35,775,success,388603.0
274,daily_kpi,2024-07-16 13:42:59,1244,up_for_retry,210030.0
275,ingest_logs_erreurs,2024-09-17 08:14:26,476,success,310367.0
276,ingest_capteurs,2024-07-04 20:42:38,51,failed,403932.0
277,predict_pannes,2024-03-31 03:15:22,560,failed,268613.0
278,ingest_logs_erreurs,2024-09-03 13:47:51,529,success,352071.0
279,ingest_capteurs,2024-01-19 07:55:19,1736,success,123728.0
280,sync_warehouse,2024-07-04 19:25:20,852,up_for_retry,356476.0
281,ingest_capteurs,2024-01-18 15:10:13,16,failed,42118.0
282,daily_kpi,2024-07-07 09:59:24,1511,success,146068.0
283,clean_production,2024-11-01 04:22:46,372,success,455330.0
284,ingest_capteurs,2024-12-12 17:43:01,1394,running,303154.0
285,daily_kpi,2024-04-08 22:37:03,47,failed,79761.0
286,ingest_logs_erreurs,2024-10-23 15:23:14,879,success,79019.0
287,predict_pannes,2024-02-23 02:32:24,1127,success,78839.0
288,clean_production,2024-10-22 04:53:30,1734,success,368100.0
289,sync_warehouse,2024-01-08 19:23:57,1129,running,83921.0
290,daily_kpi,2024-03-21 12:49:31,935,success,376636.0
291,ingest_logs_erreurs,2024-02-05 20:20:15,1276,success,171806.0
292,sync_warehouse,2024-02-15 23:43:44,982,failed,381618.0
293,ingest_logs_erreurs,2024-02-24 21:28:55,1218,success,258656.0
294,daily_kpi,2024-07-26 23:55:10,986,success,349801.0
295,daily_kpi,2024-03-31 23:28:07,1394,up_for_retry,453515.0
296,ingest_capteurs,2024-11-17 16:59:11,713,success,413591.0
297,clean_production,2024-02-22 12:01:41,525,success,169588.0
298,ingest_capteurs,2024-01-09 20:34:27,760,success,492817.0
299,sync_warehouse,2024-09-04 01:51:27,888,success,38315.0
300,ingest_logs_erreurs,2024-08-15 19:36:01,1589,success,81833.0
301,ingest_capteurs,2024-10-13 03:12:49,1252,failed,247648.0
302,ingest_logs_erreurs,2024-04-27 07:58:23,61,running,267117.0
303,ingest_capteurs,2024-04-11 22:46:42,1649,success,184879.0
304,sync_warehouse,2024-05-10 20:39:00,888,success,84642.0
305,sync_warehouse,2024-05-02 11:34:38,1375,success,460608.0
307,daily_kpi,2024-03-30 23:02:09,1106,success,387585.0
308,clean_production,2024-10-23 19:00:53,1251,success,332240.0
309,daily_kpi,2024-08-18 00:22:42,1630,failed,199167.0
310,sync_warehouse,2024-11-17 20:12:54,41,success,32498.0
311,daily_kpi,2024-07-22 09:17:44,1149,success,133850.0
312,ingest_capteurs,2024-06-25 16:01:35,441,success,104320.0
313,daily_kpi,2024-02-24 05:29:39,186,success,229234.0
314,clean_production,2024-12-08 18:50:32,1452,running,418883.0
315,ingest_capteurs,2024-06-05 16:47:59,1457,failed,278294.0
316,clean_production,2024-02-25 18:52:58,712,running,312382.0
317,ingest_logs_erreurs,2024-12-01 02:44:38,443,success,254949.0
318,daily_kpi,2024-02-08 12:04:51,1531,success,329589.0
319,ingest_logs_erreurs,2024-03-23 10:53:46,1757,success,285120.0
320,ingest_capteurs,2024-05-12 01:02:48,1427,success,427025.0
321,clean_production,2024-08-24 10:26:43,1419,up_for_retry,409973.0
322,ingest_logs_erreurs,2024-09-05 02:35:46,-1,success,454710.0
323,sync_warehouse,2024-04-15 07:26:10,65,success,396679.0
324,daily_kpi,2024-01-10 20:03:54,301,success,208736.0
325,clean_production,2024-04-29 04:46:51,758,success,375047.0
326,sync_warehouse,2024-07-18 21:26:22,989,success,71876.0
327,ingest_capteurs,2024-05-24 14:27:49,95,success,122774.0
328,sync_warehouse,2024-07-16 04:01:02,200,success,181826.0
329,predict_pannes,2024-09-16 02:38:54,549,success,124162.0
330,ingest_logs_erreurs,2024-01-02 23:56:18,904,success,321646.0
331,predict_pannes,2024-03-30 03:35:04,1273,failed,126200.0
332,predict_pannes,2024-08-30 18:46:13,912,running,170782.0
333,sync_warehouse,2024-03-22 14:30:51,1415,success,465005.0
334,sync_warehouse,2024-07-28 21:09:22,1132,success,87947.0
335,clean_production,2024-01-04 17:26:53,1553,success,41324.0
336,daily_kpi,2024-07-08 21:17:00,1033,running,380550.0
337,predict_pannes,2024-08-19 12:16:15,557,success,444822.0
338,daily_kpi,2024-10-17 22:07:57,557,success,304655.0
339,ingest_capteurs,2024-09-08 12:10:00,1633,failed,204743.0
340,predict_pannes,2024-07-26 05:38:14,50,success,338244.0
341,clean_production,2024-02-19 00:00:42,1118,success,496360.0
342,daily_kpi,2024-08-09 15:53:30,238,success,5740.0
343,clean_production,2024-02-24 16:24:24,523,failed,248580.0
344,predict_pannes,2024-09-21 03:24:52,796,success,341967.0
345,clean_production,2024-12-13 21:34:44,1126,success,380956.0
346,ingest_logs_erreurs,2024-02-23 15:46:39,1276,success,353253.0
347,predict_pannes,2024-10-16 16:52:51,81,success,240649.0
348,ingest_logs_erreurs,2024-02-16 15:06:41,708,success,16690.0
349,daily_kpi,2024-04-24 05:22:44,371,success,131767.0
350,ingest_logs_erreurs,2024-01-20 17:34:49,531,success,496604.0
351,daily_kpi,2024-10-10 03:53:21,1117,success,240651.0
352,sync_warehouse,2024-06-02 12:41:15,1473,success,358079.0
353,ingest_logs_erreurs,2024-04-09 08:55:20,954,success,160558.0
354,clean_production,2024-08-01 05:42:19,1177,running,452983.0
355,predict_pannes,2024-09-25 16:03:05,65,success,30803.0
356,sync_warehouse,2024-11-03 18:36:41,27,success,456396.0
357,ingest_logs_erreurs,2024-10-21 01:49:45,282,success,258399.0
358,ingest_logs_erreurs,2024-06-17 15:34:02,612,success,263148.0
359,daily_kpi,2024-07-13 18:41:28,60,success,499184.0
360,ingest_logs_erreurs,2024-07-24 08:16:42,1636,success,497318.0
361,predict_pannes,2024-05-14 20:45:27,527,success,26021.0
362,sync_warehouse,2024-04-26 19:20:54,1708,failed,305910.0
363,ingest_capteurs,2024-10-14 13:39:59,1621,success,1310.0
364,sync_warehouse,2024-02-07 00:44:28,719,running,217894.0
365,ingest_logs_erreurs,2024-04-07 01:30:44,1799,success,297775.0
366,ingest_capteurs,2024-04-18 09:06:25,952,success,231151.0
367,ingest_capteurs,2024-02-09 18:51:19,394,success,368909.0
368,ingest_logs_erreurs,2024-06-30 08:18:17,328,failed,395439.0
369,ingest_capteurs,2024-02-25 03:03:01,42,success,32019.0
370,daily_kpi,2024-08-27 08:25:44,380,success,17742.0
371,ingest_capteurs,2024-08-01 22:13:37,553,success,306762.0
372,predict_pannes,2024-07-01 23:52:21,664,success,151135.0
373,clean_production,2024-12-22 05:34:09,1683,success,436476.0
374,daily_kpi,2024-10-16 02:30:15,281,success,474839.0
375,predict_pannes,2024-02-20 23:47:11,1261,success,208433.0
376,sync_warehouse,2024-10-07 04:54:15,270,success,266303.0
377,ingest_capteurs,2024-06-20 14:54:34,-1,success,78664.0
378,sync_warehouse,2024-03-25 16:18:11,50,success,91632.0
379,daily_kpi,2024-03-25 16:11:04,1578,success,391864.0
380,clean_production,2024-01-30 17:59:52,1187,success,19154.0
381,sync_warehouse,2024-05-10 13:48:49,1154,running,252356.0
382,sync_warehouse,2024-10-04 22:49:07,824,running,84851.0
383,clean_production,2024-07-22 18:32:40,764,running,117998.0
384,ingest_logs_erreurs,2024-05-26 06:46:54,1246,up_for_retry,400731.0
385,daily_kpi,2024-02-08 21:40:09,52,success,14561.0
386,predict_pannes,2024-09-01 23:02:00,1657,success,279711.0
387,sync_warehouse,2024-06-06 09:24:28,1247,up_for_retry,353684.0
388,daily_kpi,2024-12-28 04:43:32,-1,up_for_retry,453382.0
389,daily_kpi,2024-09-01 08:10:45,1489,success,35091.0
390,clean_production,2024-07-26 16:38:09,542,failed,366053.0
391,sync_warehouse,2024-06-07 08:11:36,13,failed,301746.0
392,clean_production,2024-07-27 06:00:06,496,success,397673.0
393,ingest_capteurs,2024-10-22 03:04:06,1457,up_for_retry,207198.0
394,predict_pannes,2024-01-10 09:01:35,163,success,156822.0
395,clean_production,2024-01-18 15:52:57,-1,success,254544.0
396,predict_pannes,2024-11-01 19:22:32,1096,success,477821.0
397,clean_production,2024-05-04 14:29:21,1164,success,372636.0
398,ingest_capteurs,2024-02-26 17:30:31,1598,success,128629.0
399,clean_production,2024-07-06 00:18:07,1644,up_for_retry,448526.0
400,daily_kpi,2024-03-01 14:32:18,699,success,164597.0
401,predict_pannes,2024-07-19 03:39:01,1798,up_for_retry,403126.0
402,ingest_capteurs,2024-06-12 08:14:56,1262,success,81584.0
403,ingest_capteurs,2024-02-06 05:37:09,800,success,399416.0
404,daily_kpi,2024-07-29 16:12:00,1098,success,100713.0
405,predict_pannes,2024-06-03 02:08:39,633,success,492482.0
406,ingest_logs_erreurs,2024-01-13 01:12:56,1585,success,339868.0
407,ingest_capteurs,2024-12-14 10:04:26,465,success,428460.0
408,ingest_capteurs,2024-07-29 00:01:54,1343,success,350482.0
409,ingest_logs_erreurs,2024-04-16 22:25:52,360,success,343445.0
411,ingest_logs_erreurs,2024-02-29 08:32:35,401,success,433721.0
412,ingest_capteurs,2024-09-20 03:34:05,388,success,207262.0
413,ingest_logs_erreurs,2024-05-29 21:39:54,243,failed,83399.0
414,clean_production,2024-11-17 02:14:37,1396,success,213185.0
415,ingest_logs_erreurs,2024-08-22 13:17:01,1362,success,459594.0
416,clean_production,2024-11-08 08:39:32,1752,failed,79271.0
417,ingest_logs_erreurs,2024-05-29 08:30:35,1754,success,231208.0
418,clean_production,2024-03-27 10:25:14,1137,up_for_retry,365104.0
419,sync_warehouse,2024-01-29 03:12:46,724,success,88073.0
420,sync_warehouse,2024-08-27 05:33:22,1769,failed,233041.0
421,daily_kpi,2024-04-11 13:37:32,47,success,420424.0
422,daily_kpi,2024-01-31 22:44:27,1137,success,378442.0
423,daily_kpi,2024-09-24 17:08:12,961,up_for_retry,219016.0
424,ingest_capteurs,2024-03-17 01:42:09,1222,failed,261882.0
425,daily_kpi,2024-11-08 18:24:47,1683,success,210677.0
426,clean_production,2024-08-10 16:34:05,723,success,203864.0
427,clean_production,2024-03-26 21:29:09,1099,success,398251.0
